"id","regiao","media_declividade","praca_ou_parque","unidades_iluminacao","atividades_economicas","meio_fio","pavimentacao","caminhavel"
"16437342",2,"1.89",0,3,0,1,1,NULL
"14506657",2,"7.84",0,1,0,1,1,NULL
"14650398",2,"9.363333333333333",0,1,0,1,1,NULL
"14712917",2,"8.28",0,2,0,1,1,NULL
"14737841",2,"9.2675",0,1,0,1,1,NULL
"14787934",2,"8.28",0,1,0,1,1,NULL
"14831550",2,"2.735",0,2,0,1,1,NULL
"14900190",2,"15.95",0,1,0,1,1,NULL
"14956761",2,"5.05",0,1,0,1,1,NULL
"14988010",2,"7.105",0,1,0,1,1,NULL
"15156771",2,"5.05",0,1,0,1,1,NULL
"15300513",2,"5.56",0,1,0,1,1,NULL
"15325561",2,"0.46",0,2,0,1,1,NULL
"15343986",2,"11.12",0,1,0,1,1,NULL
"15356795",2,"3.115",0,1,0,1,1,NULL
"15363044",2,"6.592",0,2,0,1,1,NULL
"15369026",2,"7.226666666666667",0,1,0,1,1,NULL
"15412788",2,"9.7",0,1,0,1,1,NULL
"15513008",2,"5.355",0,2,0,1,1,NULL
"15519067",2,"7.99",0,2,0,1,1,NULL
"15744239",2,"6.02",0,1,0,1,1,NULL
"15956715",2,"11.77",0,2,0,1,1,NULL
"16156763",2,"3.61",0,1,0,1,1,NULL
"16231749",2,"3.61",0,2,0,1,1,NULL
"15999683",2,"8.18",0,2,0,1,1,NULL
"16124733",2,"6.035714285714286",0,3,0,1,1,NULL
"16443555",2,"1.01",0,10,0,1,1,NULL
"14925052",2,"0.92",1,1,0,1,1,NULL
"15137542",2,"4.34",1,3,0,1,1,NULL
"15344046",2,"5.835714285714285",1,6,0,1,1,NULL
"16368563",2,"1.195",1,6,0,1,1,1
"15062578",2,"0.7333333333333333",1,1,0,1,1,NULL
"15112548",2,"4.34",1,2,0,1,1,NULL
"15262607",2,"0.39",1,1,0,1,1,NULL
"16837312",2,"2.46",1,5,0,1,1,NULL
"14412849",2,"8.28",0,2,0,1,1,NULL
"14531622",2,"8.28",0,2,0,1,1,NULL
"14631640",2,"9.363333333333333",0,3,0,1,1,NULL
"14750306",2,"8.81",0,1,0,1,1,NULL
"14775304",2,"8.81",0,1,0,1,1,NULL
"14912609",2,"7.8933333333333335",0,1,0,1,1,NULL
"14925091",2,"8.4",0,3,0,1,1,NULL
"14962606",2,"10.255",0,1,0,1,1,NULL
"15125474",2,"11.63",0,4,0,1,1,NULL
"15162917",2,"11.416666666666666",0,1,0,1,1,NULL
"15162998",2,"7.286666666666667",0,2,0,1,1,NULL
"15169267",2,"7.105",0,2,0,1,1,NULL
"15188022",2,"3.675",0,2,0,1,1,NULL
"15200523",2,"3.675",0,1,0,1,1,NULL
"15213066",2,"1.09",0,2,0,1,1,NULL
"15243900",2,"6.86",0,1,0,1,1,NULL
"15244174",2,"13.63",0,1,0,1,1,NULL
"15256822",2,"1.895",0,2,0,1,1,NULL
"15281822",2,"2.163333333333333",0,2,0,1,1,NULL
"15313027",2,"9.0975",0,2,0,1,1,NULL
"15319177",2,"2.63",0,1,0,1,1,NULL
"15319281",2,"9.0975",0,2,0,1,1,NULL
"15363051",2,"3.115",0,2,0,1,1,NULL
"15475521",2,"3.895",0,2,0,1,1,NULL
"15531781",2,"4.21",0,1,0,1,1,NULL
"15744043",2,"15.876666666666667",0,2,0,1,1,NULL
"15800477",2,"3.61",0,2,0,1,1,NULL
"15856711",2,"6.72",0,1,0,1,1,NULL
"15856714",2,"6.72",0,1,0,1,1,NULL
"16038001",2,"3.61",0,2,0,1,1,NULL
"16225494",2,"3.61",0,2,0,1,1,NULL
"16105915",2,"14.885",0,2,0,1,1,NULL
"16112286",2,"9.68",0,1,0,1,1,NULL
"16237332",2,"2",0,1,0,1,1,NULL
"16256082",2,"1.43",0,2,0,1,1,NULL
"16368538",2,"1.3466666666666667",0,5,0,1,1,NULL
"16374829",2,"0.7933333333333333",0,4,0,1,1,NULL
"14212607",2,"15.95",0,2,0,1,1,NULL
"14269047",2,"3.39",0,2,0,1,1,NULL
"14381592",2,"8.28",0,2,0,1,1,NULL
"14512910",2,"7.84",0,1,0,1,1,NULL
"14575381",2,"9.363333333333333",0,3,0,1,1,NULL
"14594137",2,"9.363333333333333",0,2,0,1,1,NULL
"14637895",2,"9.363333333333333",0,1,0,1,1,NULL
"14900104",2,"7.8933333333333335",0,1,0,1,1,NULL
"14900113",2,"6.976666666666667",0,2,0,1,1,NULL
"14931343",2,"8.4",0,2,0,1,1,NULL
"15062931",2,"7.535",0,1,0,1,1,NULL
"15150519",2,"5.05",0,1,0,1,1,NULL
"15181763",2,"5.503333333333333",0,2,0,1,1,NULL
"15206288",2,"4.65",0,1,0,1,1,NULL
"15206704",2,"7.515",0,2,0,1,1,NULL
"15250565",2,"1.895",0,2,0,1,1,NULL
"15281763",2,"5.56",0,1,0,1,1,NULL
"15369025",2,"7.226666666666667",0,2,0,1,1,NULL
"15369027",2,"9.575",0,1,0,1,1,NULL
"15569180",2,"6.72",0,2,0,1,1,NULL
"15750533",2,"1.1",0,1,0,1,1,NULL
"15775525",2,"4.243333333333333",0,3,0,1,1,NULL
"15930945",2,"5.155",0,4,0,1,1,NULL
"16243533",2,"3.83",0,1,0,1,1,NULL
"16274805",2,"3.65",0,2,0,1,1,NULL
"16337321",2,"1.66",0,3,0,1,1,NULL
"16337325",2,"1.66",0,2,0,1,1,NULL
"16406039",2,"1.3466666666666667",0,3,0,1,1,NULL
"16481050",2,"2.1175",0,3,0,1,1,NULL
"16806120",2,"6.172857142857143",0,4,0,1,1,NULL
"16918562",2,"2.454",0,6,0,1,1,NULL
"14962560",2,"0.13",1,3,0,1,1,NULL
"15162542",2,"5.69",1,5,0,1,1,NULL
"15175090",2,"0.39",1,1,0,1,1,NULL
"15018810",2,"1.6466666666666667",1,2,0,1,1,NULL
"15037553",2,"2.46",1,2,0,1,1,NULL
"15306541",2,"7.765714285714286",1,5,0,1,1,NULL
"16899816",2,"1.78",1,3,0,1,1,NULL
"16906061",2,"2.454",1,6,0,1,1,NULL
"14937556",2,"0.525",1,2,0,1,1,NULL
"15431352",2,"9.453333333333333",1,3,0,1,1,NULL
"15031313",2,"1.56",1,2,0,1,1,NULL
"15112554",2,"4.34",1,2,0,1,1,NULL
"15112583",2,"0.51",1,3,0,1,1,NULL
"15150087",2,"0.39",1,1,0,1,1,NULL
"15250047",2,"2.295",1,1,0,1,1,NULL
"16224828",2,"2",1,2,0,1,1,NULL
"14375357",2,"15.55",0,1,0,1,1,NULL
"14387856",2,"15.55",0,2,0,1,1,NULL
"14512869",2,"10.0975",0,2,0,1,1,NULL
"14544131",2,"10.703333333333333",0,2,0,1,1,NULL
"14737922",2,"8.28",0,1,0,1,1,NULL
"14756594",2,"10.505",0,1,0,1,1,NULL
"14762955",2,"5.33",0,2,0,1,1,NULL
"14800443",2,"11.64",0,1,0,1,1,NULL
"14831704",2,"11.64",0,1,0,1,1,NULL
"14900515",2,"5.05",0,1,0,1,1,NULL
"14918842",2,"8.4",0,1,0,1,1,NULL
"15019221",2,"9",0,3,0,1,1,NULL
"15156642",2,"11.25",0,1,0,1,1,NULL
"15181834",2,"2.6866666666666665",0,2,0,1,1,NULL
"15200574",2,"1.09",0,2,0,1,1,NULL
"15219083",2,"2.55",0,3,0,1,1,NULL
"15269164",2,"2.63",0,1,0,1,1,NULL
"15325427",2,"2.63",0,2,0,1,1,NULL
"15325538",2,"5.27",0,1,0,1,1,NULL
"15438027",2,"2.25",0,3,0,1,1,NULL
"15619214",2,"11.28",0,1,0,1,1,NULL
"15994181",2,"3.61",0,2,0,1,1,NULL
"16137992",2,"14.205",0,2,0,1,1,NULL
"16206051",2,"4.693333333333333",0,2,0,1,1,NULL
"16306059",2,"2.54",0,3,0,1,1,NULL
"16324824",2,"1.66",0,2,0,1,1,NULL
"14206357",2,"15.95",0,2,0,1,1,NULL
"14275259",2,"5.48",0,1,0,1,1,NULL
"14306559",2,"3.39",0,1,0,1,1,NULL
"14506618",2,"10.0975",0,2,0,1,1,NULL
"14837980",2,"11.843333333333334",0,1,0,1,1,NULL
"14913022",2,"5.05",0,1,0,1,1,NULL
"14963014",2,"5.05",0,1,0,1,1,NULL
"15069041",2,"9.25",0,1,0,1,1,NULL
"15100422",2,"8.67",0,1,0,1,1,NULL
"15150517",2,"5.05",0,1,0,1,1,NULL
"15169341",2,"1.92",0,1,0,1,1,NULL
"15194257",2,"5.97",0,3,0,1,1,NULL
"15244322",2,"1.505",0,1,0,1,1,NULL
"15250535",2,"3.785",0,1,0,1,1,NULL
"15269295",2,"1.695",0,2,0,1,1,NULL
"15325432",2,"2.63",0,1,0,1,1,NULL
"15344269",2,"5.56",0,1,0,1,1,NULL
"15356769",2,"5.56",0,1,0,1,1,NULL
"15394276",2,"3.905",0,2,0,1,1,NULL
"15406788",2,"3.345",0,2,0,1,1,NULL
"15443977",2,"5.8",0,1,0,1,1,NULL
"15500513",2,"5.54",0,1,0,1,1,NULL
"15513019",2,"3.895",0,2,0,1,1,NULL
"15656774",2,"4.21",0,1,0,1,1,NULL
"15687911",2,"8.4925",0,1,0,1,1,NULL
"15687967",2,"3.61",0,2,0,1,1,NULL
"15700414",2,"8.4925",0,1,0,1,1,NULL
"15731747",2,"8.22",0,1,0,1,1,NULL
"15738031",2,"1.1",0,1,0,1,1,NULL
"15750490",2,"6.02",0,1,0,1,1,NULL
"15781783",2,"2.6225",0,2,0,1,1,NULL
"15944241",2,"3.61",0,2,0,1,1,NULL
"16125490",2,"14.205",0,2,0,1,1,NULL
"16131708",2,"3.61",0,8,0,1,1,NULL
"16074852",2,"1.58",0,1,0,1,1,NULL
"16187277",2,"9.47",0,1,0,1,1,NULL
"16431108",2,"3.9775",0,3,0,1,1,NULL
"16506025",2,"5.615",0,1,0,1,1,NULL
"15425096",2,"4.07",1,1,0,1,1,NULL
"14931356",2,"8.605",1,4,0,1,1,NULL
"14931358",2,"8.605",1,2,0,1,1,NULL
"16150490",2,"14.205",1,2,0,1,1,NULL
"16862317",2,"1.78",1,6,0,1,1,NULL
"16168575",2,"3.95",1,2,0,1,1,NULL
"16318551",2,"1.2866666666666666",1,6,0,1,1,NULL
"15431345",2,"4.07",1,1,0,1,1,NULL
"15437605",2,"16.436",1,3,0,1,1,NULL
"15100052",2,"4.34",1,3,0,1,1,NULL
"15112550",2,"4.34",1,1,0,1,1,NULL
"15287616",2,"0.39",1,1,0,1,1,NULL
"15418850",2,"9.453333333333333",1,1,0,1,1,NULL
"16831048",2,"2.46",1,3,0,1,1,NULL
"16887311",2,"1.78",1,5,0,1,1,NULL
"16243576",2,"1.43",1,4,0,1,1,NULL
"16306050",2,"1.2866666666666666",1,6,0,1,1,NULL
"14356579",2,"6.5975",0,2,0,1,1,NULL
"14381582",2,"7.666666666666667",0,1,0,1,1,NULL
"14900499",2,"9.16",0,4,0,1,1,NULL
"14906761",2,"5.05",0,1,0,1,1,NULL
"14912639",2,"4.24",0,1,0,1,1,NULL
"14925353",2,"8.09",0,1,0,1,1,NULL
"14931601",2,"8.09",0,1,0,1,1,NULL
"15056763",2,"7.105",0,2,0,1,1,NULL
"15075489",2,"9.665",0,3,0,1,1,NULL
"15137934",2,"8.67",0,2,0,1,1,NULL
"15162918",2,"11.416666666666666",0,1,0,1,1,NULL
"15175453",2,"7.515",0,5,0,1,1,NULL
"15181825",2,"1.09",0,2,0,1,1,NULL
"15188072",2,"1.09",0,2,0,1,1,NULL
"15193973",2,"9.79",0,2,0,1,1,NULL
"15256778",2,"3.785",0,1,0,1,1,NULL
"15263044",2,"1.695",0,1,0,1,1,NULL
"15312926",2,"2.63",0,1,0,1,1,NULL
"15325559",2,"0.46",0,2,0,1,1,NULL
"15368991",2,"11.12",0,1,0,1,1,NULL
"15450247",2,"10.52",0,1,0,1,1,NULL
"15525501",2,"5.17",0,1,0,1,1,NULL
"15531782",2,"2.94",0,1,0,1,1,NULL
"15537998",2,"5.17",0,2,0,1,1,NULL
"15650364",2,"4.835",0,2,0,1,1,NULL
"15681720",2,"3.61",0,1,0,1,1,NULL
"15775529",2,"1.28",0,2,0,1,1,NULL
"15812940",2,"12.7",0,1,0,1,1,NULL
"16006749",2,"3.61",0,2,0,1,1,NULL
"16125486",2,"14.205",0,2,0,1,1,NULL
"15987297",2,"7.91",0,4,0,1,1,NULL
"16087164",2,"10.886666666666667",0,6,0,1,1,NULL
"16287311",2,"1.66",0,4,0,1,1,NULL
"16462353",2,"3.268",0,2,0,1,1,NULL
"16599832",2,"6.2625",0,2,0,1,1,NULL
"14506620",2,"10.0975",0,1,0,1,1,NULL
"14800357",2,"11.005",0,1,0,1,1,NULL
"14800445",2,"11.64",0,1,0,1,1,NULL
"14819199",2,"11.64",0,1,0,1,1,NULL
"14918879",2,"6.705",0,1,0,1,1,NULL
"14931598",2,"8.09",0,1,0,1,1,NULL
"15075514",2,"7.105",0,3,0,1,1,NULL
"15106542",2,"9.302",0,1,0,1,1,NULL
"15213073",2,"1.09",0,3,0,1,1,NULL
"15225334",2,"2.55",0,3,0,1,1,NULL
"15231834",2,"1.92",0,2,0,1,1,NULL
"15244175",2,"11.986666666666666",0,1,0,1,1,NULL
"15275230",2,"4.78",0,1,0,1,1,NULL
"15275518",2,"5.06",0,2,0,1,1,NULL
"15338029",2,"9.0975",0,1,0,1,1,NULL
"15350529",2,"9.0975",0,1,0,1,1,NULL
"15419166",2,"6.72",0,1,0,1,1,NULL
"15537829",2,"4.49",0,2,0,1,1,NULL
"15694221",2,"3.61",0,2,0,1,1,NULL
"15787976",2,"3.61",0,2,0,1,1,NULL
"15894040",2,"4.3625",0,2,0,1,1,NULL
"16144213",2,"3.61",0,6,0,1,1,NULL
"16244250",2,"3.61",0,2,0,1,1,NULL
"16287324",2,"0.86",0,1,0,1,1,NULL
"16362324",2,"0.7933333333333333",0,6,0,1,1,NULL
"16381037",2,"1.3466666666666667",0,3,0,1,1,NULL
"16424854",2,"3.4233333333333333",0,1,0,1,1,NULL
"16462301",2,"2.1175",0,4,0,1,1,NULL
"16549821",2,"2.23",0,7,0,1,1,NULL
"14950061",2,"0.13",1,4,0,1,1,NULL
"15093832",2,"0.51",1,2,0,1,1,NULL
"14968811",2,"0.13",1,2,0,1,1,NULL
"14981312",2,"0.845",1,2,0,1,1,NULL
"15037558",2,"2.01",1,1,0,1,1,NULL
"15150045",2,"4.34",1,2,0,1,1,NULL
"15418838",2,"4.07",1,3,0,1,1,NULL
"15156287",2,"6.142",1,2,0,1,1,NULL
"15212836",2,"2.55",1,3,0,1,1,NULL
"16837296",2,"3.72",1,8,0,1,1,NULL
"16868557",2,"2.46",1,4,0,1,1,NULL
"16881064",2,"1.78",1,6,0,1,1,NULL
"14281567",2,"3.39",0,1,0,1,1,NULL
"14325322",2,"6.036666666666667",0,1,0,1,1,NULL
"14331578",2,"6.5975",0,1,0,1,1,NULL
"14375340",2,"8.28",0,1,0,1,1,NULL
"14444139",2,"15.295",0,1,0,1,1,NULL
"14625337",2,"2.64",0,1,0,1,1,NULL
"14719169",2,"8.28",0,1,0,1,1,NULL
"14856553",2,"2.735",0,1,0,1,1,NULL
"14906338",2,"8.4",0,1,0,1,1,NULL
"14913008",2,"5.05",0,1,0,1,1,NULL
"14931340",2,"8.0575",0,1,0,1,1,NULL
"14931734",2,"11.05",0,1,0,1,1,NULL
"14968849",2,"5.76",0,1,0,1,1,NULL
"15031323",2,"0.7333333333333333",0,4,0,1,1,NULL
"15125497",2,"8.238",0,2,0,1,1,NULL
"15181580",2,"2.55",0,2,0,1,1,NULL
"15200578",2,"1.09",0,2,0,1,1,NULL
"15213079",2,"1.505",0,2,0,1,1,NULL
"15225269",2,"10.64",0,2,0,1,1,NULL
"15269264",2,"5.06",0,1,0,1,1,NULL
"15306801",2,"1.2833333333333334",0,1,0,1,1,NULL
"15381786",2,"6.776",0,1,0,1,1,NULL
"15413037",2,"3.345",0,2,0,1,1,NULL
"15425155",2,"12.884",0,4,0,1,1,NULL
"15425161",2,"12.884",0,4,0,1,1,NULL
"15538033",2,"2.94",0,1,0,1,1,NULL
"15587847",2,"5.275",0,1,0,1,1,NULL
"15644220",2,"5.956666666666667",0,1,0,1,1,NULL
"15775534",2,"2.6225",0,3,0,1,1,NULL
"15794207",2,"6.72",0,1,0,1,1,NULL
"16156743",2,"14.205",0,1,0,1,1,NULL
"16106096",2,"3.26",0,3,0,1,1,NULL
"16399760",2,"3.94",0,2,0,1,1,NULL
"16449856",2,"3.4233333333333333",0,2,0,1,1,NULL
"14419106",2,"15.55",0,2,0,1,1,NULL
"14450365",2,"15.55",0,1,0,1,1,NULL
"14962827",2,"6.75",0,1,0,1,1,NULL
"15012561",2,"1.56",0,3,0,1,1,NULL
"15031718",2,"10.44",0,1,0,1,1,NULL
"15075492",2,"11.05",0,1,0,1,1,NULL
"15125575",2,"3.07",0,1,0,1,1,NULL
"15181829",2,"3.07",0,2,0,1,1,NULL
"15206838",2,"1.92",0,2,0,1,1,NULL
"15219017",2,"10.64",0,3,0,1,1,NULL
"15231771",2,"3.675",0,3,0,1,1,NULL
"15231833",2,"1.92",0,2,0,1,1,NULL
"15362799",2,"5.835714285714285",0,3,0,1,1,NULL
"15456775",2,"2.25",0,3,0,1,1,NULL
"15631616",2,"4.835",0,2,0,1,1,NULL
"15725296",2,"5.46",0,2,0,1,1,NULL
"16050476",2,"18.57",0,1,0,1,1,NULL
"16137963",2,"3.61",0,3,0,1,1,NULL
"16231746",2,"3.61",0,1,0,1,1,NULL
"16237997",2,"3.61",0,1,0,1,1,NULL
"16087166",2,"14.885",0,4,0,1,1,NULL
"16231079",2,"2",0,3,0,1,1,NULL
"16237333",2,"2",0,1,0,1,1,NULL
"16299840",2,"1.43",0,1,0,1,1,NULL
"16318467",2,"4.69",0,1,0,1,1,NULL
"16318562",2,"1.66",0,3,0,1,1,NULL
"16337245",2,"3.04",0,3,0,1,1,NULL
"16468549",2,"2.1175",0,2,0,1,1,NULL
"16549762",2,"6.87",0,3,0,1,1,NULL
"15031314",2,"1.56",1,2,0,1,1,NULL
"16781034",2,"4.672",1,6,0,1,1,NULL
"16856061",2,"2.46",1,3,0,1,1,NULL
"16868565",2,"1.78",1,4,0,1,1,NULL
"16868572",2,"4.634",1,10,0,1,1,NULL
"16212325",2,"2",1,3,0,1,1,NULL
"15037557",2,"2.46",1,3,0,1,1,NULL
"15112549",2,"4.34",1,2,0,1,1,NULL
"15150092",2,"3.1966666666666668",1,3,0,1,1,NULL
"15150432",2,"9.946",1,1,0,1,1,NULL
"16837297",2,"3.72",1,6,0,1,1,NULL
"14219052",2,"13.6",0,3,0,1,1,NULL
"14256537",2,"4.024",0,1,0,1,1,NULL
"14275258",2,"5.48",0,1,0,1,1,NULL
"14519126",2,"10.0975",0,1,0,1,1,NULL
"14519161",2,"7.84",0,1,0,1,1,NULL
"14700416",2,"8.28",0,1,0,1,1,NULL
"14725419",2,"8.28",0,1,0,1,1,NULL
"14744091",2,"9.2675",0,1,0,1,1,NULL
"14787932",2,"8.28",0,1,0,1,1,NULL
"14925510",2,"5.05",0,1,0,1,1,NULL
"14994126",2,"0",0,1,0,1,1,NULL
"15063062",2,"5.05",0,1,0,1,1,NULL
"15075175",2,"9.17",0,1,0,1,1,NULL
"15106417",2,"13.42",0,1,0,1,1,NULL
"15200595",2,"1.92",0,2,0,1,1,NULL
"15250572",2,"1.895",0,1,0,1,1,NULL
"15300566",2,"0.46",0,2,0,1,1,NULL
"15700376",2,"3.61",0,2,0,1,1,NULL
"15712794",2,"10.396666666666667",0,2,0,1,1,NULL
"15806688",2,"12.7",0,1,0,1,1,NULL
"15850293",2,"1.43",0,2,0,1,1,NULL
"15850404",2,"3.61",0,2,0,1,1,NULL
"15869038",2,"1.43",0,1,0,1,1,NULL
"15912958",2,"16.82",0,1,0,1,1,NULL
"16125456",2,"3.61",0,5,0,1,1,NULL
"16099846",2,"3.26",0,3,0,1,1,NULL
"16137265",2,"9.47",0,2,0,1,1,NULL
"16381036",2,"1.3466666666666667",0,4,0,1,1,NULL
"14256536",2,"4.024",0,1,0,1,1,NULL
"14294057",2,"3.39",0,2,0,1,1,NULL
"14331573",2,"6.036666666666667",0,1,0,1,1,NULL
"14350353",2,"15.55",0,1,0,1,1,NULL
"14531479",2,"12.876666666666667",0,2,0,1,1,NULL
"14725420",2,"8.28",0,1,0,1,1,NULL
"14837910",2,"17.52",0,2,0,1,1,NULL
"14844194",2,"8.28",0,1,0,1,1,NULL
"14950105",2,"10.255",0,2,0,1,1,NULL
"14956592",2,"8.27",0,1,0,1,1,NULL
"15118909",2,"13.42",0,1,0,1,1,NULL
"15131409",2,"10.75",0,1,0,1,1,NULL
"15156685",2,"9.946",0,1,0,1,1,NULL
"15169331",2,"3.07",0,2,0,1,1,NULL
"15194203",2,"7.515",0,3,0,1,1,NULL
"15231731",2,"11.63",0,1,0,1,1,NULL
"15244317",2,"1.895",0,3,0,1,1,NULL
"15294290",2,"3.785",0,1,0,1,1,NULL
"15331791",2,"5.27",0,1,0,1,1,NULL
"15362797",2,"5.835714285714285",0,2,0,1,1,NULL
"15544085",2,"5.275",0,2,0,1,1,NULL
"15681677",2,"10.95",0,1,0,1,1,NULL
"15725295",2,"5.46",0,1,0,1,1,NULL
"15750472",2,"3.61",0,2,0,1,1,NULL
"15769201",2,"6.72",0,1,0,1,1,NULL
"16156744",2,"14.205",0,1,0,1,1,NULL
"15930947",2,"5.155",0,2,0,1,1,NULL
"16074866",2,"4.26",0,4,0,1,1,NULL
"16087168",2,"14.885",0,7,0,1,1,NULL
"16280926",2,"5.27",0,3,0,1,1,NULL
"16399861",2,"3.17",0,2,0,1,1,NULL
"16418597",2,"3.4233333333333333",0,1,0,1,1,NULL
"16437366",2,"3.17",0,2,0,1,1,NULL
"16468605",2,"4.785",0,2,0,1,1,NULL
"16481048",2,"5.74",0,1,0,1,1,NULL
"16487300",2,"5.74",0,1,0,1,1,NULL
"16518517",2,"4.75",0,1,0,1,1,NULL
"16599742",2,"6.62",0,2,0,1,1,NULL
"15206291",2,"4.65",1,1,0,1,1,NULL
"14956359",2,"8.935",1,2,0,1,1,NULL
"15025054",2,"1.6466666666666667",1,2,0,1,1,NULL
"15225102",2,"0.39",1,3,0,1,1,NULL
"16393557",2,"1.14",1,8,0,1,1,1
"14950053",2,"0.92",1,2,0,1,1,NULL
"15256592",2,"2.55",1,1,0,1,1,NULL
"15281305",2,"3.24",1,1,0,1,1,NULL
"14625305",2,"7.51125",1,3,0,1,1,NULL
"16881059",2,"1.78",1,6,0,1,1,NULL
"14275312",2,"3.39",0,1,0,1,1,NULL
"14294065",2,"3.39",0,1,0,1,1,NULL
"14337675",2,"9.88",0,1,0,1,1,NULL
"14337851",2,"15.55",0,1,0,1,1,NULL
"14431605",2,"8.28",0,1,0,1,1,NULL
"14600391",2,"9.363333333333333",0,1,0,1,1,NULL
"14669057",2,"4.7775",0,2,0,1,1,NULL
"14750305",2,"8.81",0,1,0,1,1,NULL
"14775347",2,"11.005",0,1,0,1,1,NULL
"14812856",2,"9.4625",0,2,0,1,1,NULL
"14913011",2,"5.05",0,1,0,1,1,NULL
"14993894",2,"9.17",0,1,0,1,1,NULL
"15006524",2,"8.193333333333333",0,1,0,1,1,NULL
"15006765",2,"5.05",0,1,0,1,1,NULL
"15075125",2,"1.84",0,2,0,1,1,NULL
"15100164",2,"13.42",0,1,0,1,1,NULL
"15150035",2,"6.142",0,4,0,1,1,NULL
"15168970",2,"9.79",0,2,0,1,1,NULL
"15213085",2,"1.92",0,2,0,1,1,NULL
"15231767",2,"5.97",0,1,0,1,1,NULL
"15231821",2,"1.505",0,1,0,1,1,NULL
"15294302",2,"1.695",0,4,0,1,1,NULL
"15313020",2,"5.56",0,1,0,1,1,NULL
"15338017",2,"5.56",0,1,0,1,1,NULL
"15344300",2,"2.865",0,2,0,1,1,NULL
"15350436",2,"2.63",0,1,0,1,1,NULL
"15394279",2,"3.905",0,1,0,1,1,NULL
"15556751",2,"5.17",0,2,0,1,1,NULL
"15637976",2,"7.13",0,2,0,1,1,NULL
"15650368",2,"4.835",0,2,0,1,1,NULL
"15912192",2,"5.155",0,1,0,1,1,NULL
"16068512",2,"0.32",0,3,0,1,1,NULL
"16168462",2,"6.6925",0,4,0,1,1,NULL
"16193582",2,"2.545",0,1,0,1,1,NULL
"16218549",2,"1.31",0,2,0,1,1,NULL
"16262336",2,"1.43",0,2,0,1,1,NULL
"16293552",2,"2.183333333333333",0,4,0,1,1,NULL
"16318576",2,"0.86",0,3,0,1,1,NULL
"16324799",2,"1.2866666666666666",0,3,0,1,1,NULL
"16681065",2,"8.0425",0,2,0,1,1,NULL
"14306511",2,"7.433333333333334",0,1,0,1,1,NULL
"14344103",2,"15.55",0,1,0,1,1,NULL
"14368992",2,"8.75",0,1,0,1,1,NULL
"14556634",2,"8.28",0,1,0,1,1,NULL
"14756677",2,"8.28",0,1,0,1,1,NULL
"14769205",2,"5.33",0,1,0,1,1,NULL
"14900464",2,"11.64",0,1,0,1,1,NULL
"14900512",2,"5.05",0,1,0,1,1,NULL
"14906337",2,"8.0575",0,1,0,1,1,NULL
"14906773",2,"5.05",0,1,0,1,1,NULL
"14993803",2,"1.6466666666666667",0,4,0,1,1,NULL
"15012986",2,"11.05",0,2,0,1,1,NULL
"15175433",2,"11.693333333333333",0,2,0,1,1,NULL
"15212897",2,"10.653333333333332",0,2,0,1,1,NULL
"15300515",2,"5.56",0,1,0,1,1,NULL
"15306779",2,"9.0975",0,2,0,1,1,NULL
"15331799",2,"2.865",0,1,0,1,1,NULL
"15562838",2,"5.275",0,1,0,1,1,NULL
"15569240",2,"4.675",0,1,0,1,1,NULL
"15637864",2,"4.835",0,2,0,1,1,NULL
"15687796",2,"10.396666666666667",0,2,0,1,1,NULL
"15719181",2,"10.95",0,1,0,1,1,NULL
"15787895",2,"3.61",0,2,0,1,1,NULL
"15900467",2,"6.72",0,1,0,1,1,NULL
"15962925",2,"3.61",0,2,0,1,1,NULL
"16087949",2,"3.61",0,2,0,1,1,NULL
"15931072",2,"2.52",0,2,0,1,1,NULL
"16024659",2,"6.8428571428571425",0,3,0,1,1,NULL
"16081107",2,"1.58",0,2,0,1,1,NULL
"16268578",2,"1.43",0,2,0,1,1,NULL
"16355973",2,"5.13",0,3,0,1,1,NULL
"16487347",2,"3.115",0,6,0,1,1,NULL
"14943809",2,"0.13",1,5,0,1,1,NULL
"15412607",2,"8.835",1,2,0,1,1,NULL
"15418843",2,"4.07",1,1,0,1,1,NULL
"16749792",2,"3.37",1,4,0,1,1,NULL
"16818542",2,"3.72",1,4,0,1,1,NULL
"16837294",2,"3.72",1,7,0,1,1,NULL
"16306047",2,"1.2866666666666666",1,5,0,1,1,NULL
"14975061",2,"0.13",1,2,0,1,1,NULL
"15775428",2,"10.33",1,1,0,1,1,NULL
"15075077",2,"0.51",1,1,0,1,1,NULL
"15281370",2,"0.39",1,4,0,1,1,NULL
"15243856",2,"0.39",1,3,0,1,1,NULL
"14444140",2,"15.295",0,1,0,1,1,NULL
"14750426",2,"8.28",0,1,0,1,1,NULL
"14912914",2,"9.88",0,2,0,1,1,NULL
"14981793",2,"5.05",0,1,0,1,1,NULL
"15000513",2,"5.05",0,1,0,1,1,NULL
"15106742",2,"8.238",0,2,0,1,1,NULL
"15137663",2,"10.75",0,1,0,1,1,NULL
"15144142",2,"7.86",0,1,0,1,1,NULL
"15181753",2,"7.58",0,1,0,1,1,NULL
"15281810",2,"0.775",0,1,0,1,1,NULL
"15300527",2,"9.0975",0,2,0,1,1,NULL
"15306783",2,"5.165",0,1,0,1,1,NULL
"15344185",2,"2.63",0,2,0,1,1,NULL
"15356549",2,"5.835714285714285",0,4,0,1,1,NULL
